"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
"210808","Miquel Àngel","0077","0101","1","03","094","072","18","172","08028"
"210808","Miquel Àngel","0002","0014","2","03","109","076","18","156","08014"
"210808","Miquel Àngel","0016","0040","2","03","089","072","18","163","08028"
"210808","Miquel Àngel","0042","0076","2","03","092","072","18","163","08028"
"210808","Miquel Àngel","0106","0120","2","03","084","071","17","209","08028"
"210808","Miquel Àngel","0103","0115","1","03","084","071","17","208","08028"
"210808","Miquel Àngel","0078","0104","2","03","093","072","18","172","08028"
"210900","Miquel Bleach","0001","0031","1","03","050","066","15","138","08014"
"210900","Miquel Bleach","0002","0040","2","03","050","066","15","138","08014"
"211006","Miquel Boera","0002","0020","2","01","035","014","03","023","08003"
"211006","Miquel Boera","0001","0013","1","01","035","014","03","023","08003"
"211050","Miquel Ferrà","0001","0005","1","08","011","159","44","018","08031"
"211050","Miquel Ferrà","0002","0006","2","08","010","159","44","018","08031"
"211108","M Sants Oliver","0002","0004","2","07","022","138","34","088","08024"
"211108","M Sants Oliver","0006","0012","2","07","021","138","34","088","08024"
"211108","M Sants Oliver","0001","0019","1","07","021","138","34","088","08024"
"211200","Ptge Mil vuit-cent","0007","0007","1","01","019","007","01","113","08001"
"211200","Ptge Mil vuit-cent","0008","0008","2","01","019","007","01","113","08001"
"211301","Milà i Fontanals","0001B","0009","1","06","058","129","31","013","08012"
"211301","Milà i Fontanals","0011","0045","1","06","056","129","31","014","08012"
"211301","Milà i Fontanals","0002","0036","2","06","058","129","31","026","08012"
"211301","Milà i Fontanals","0038","0090","2","06","059","129","31","022","08012"
"211301","Milà i Fontanals","0047","0061","1","06","055","129","31","018","08012"
"211403","Miracle","0001","0031","1","03","091","072","18","174","08028"
"211403","Miracle","0002","0024","2","03","091","072","18","174","08028"
"211403","Miracle","0026","0052","2","03","090","072","18","161","08028"
"211403","Miracle","0033","0057","1","03","090","072","18","162","08028"
"211505","Milanesat","0001B","0005","1","05","023","098","24","141","08017"
"211505","Milanesat","0007","0015","1","05","024","098","24","140","08017"
"211505","Milanesat","0002","0010","2","05","023","098","24","142","08017"
"211505","Milanesat","0012","0024","2","05","024","098","24","143","08017"
"211505","Milanesat","0026","0050","2","05","025","099","24","139","08017"
"211505","Milanesat","0017","0041","1","05","025","099","24","139","08017"
"211607","Milans","0001","0009","1","01","027","010","02","083","08002"
"211607","Milans","0002","0004","2","01","027","010","02","081","08002"
"211709","Milton","0001","0003","1","06","042","124","31","084","08012"
"211709","Milton","0002","0004","2","06","042","124","31","085","08012"
"211800","Mímica","0001","0015","1","07","096","151","40","200","08035"
"211800","Mímica","0002","0010","2","07","096","151","40","200","08035"
"211902","Mimoses","0001","0011","1","05","009","095","23","170","08034"
"211902","Mimoses","0002","0012","2","05","009","095","23","170","08034"
"211957","Pg Grèvol","0001","0015","1","05","001","091","22","183","08017"
"211957","Pg Grèvol","0002","0024","2","05","001","091","22","183","08017"
"212009","Mina","0001","0001","1","01","001","001","01","089","08001"
"212304","Mina de la Ciutat","0001","0047","1","08","069","170","50","180","08042"
"212304","Mina de la Ciutat","0049","0061","1","08","068","170","50","185","08042"
"212304","Mina de la Ciutat","0002","0042","2","08","069","170","50","181","08042"
"212304","Mina de la Ciutat","0044","0070","2","08","068","170","50","182","08042"
"212304","Mina de la Ciutat","0063","0105","1","08","066","170","50","185","08042"
"212304","Mina de la Ciutat","0072S","0110","2","08","067","170","50","167","08042"
"212406","Mineria","0001A","0069","1","03","036","063","13","071","08038"
"212406","Mineria","0002B","0016","2","03","212","","13","072","08038"
"212406","Mineria","0018","0032","2","03","213","","13","072","08038"
"212406","Mineria","0048S","0072","2","03","040","065","14","082","08038"
"212508","Minerva","0001","0023","1","06","044","125","31","001","08006"
"212508","Minerva","0002B","0014","2","06","044","125","31","001","08006"
"212600","Ptge Ministral","0002","0006","2","06","015","118","29","148","08023"
"212600","Ptge Ministral","0001","0005","1","06","015","118","29","148","08023"
"212701","Miño","0001","0025","1","05","038","102","25","115","08022"
"212701","Miño","0002","0016","2","05","038","102","25","115","08022"
"212803","Miquel i Badia","0001","0021","1","06","024","120","30","121","08024"
"212803","Miquel i Badia","0002B","0014","2","06","023","120","30","122","08024"
"212905","Mir","0001","0045","1","09","043","191","60","093","08030"
"212905","Mir","0002","0044","2","09","043","191","60","091","08030"
"213001","Mir Geribert","0001","0011","1","03","053","067","15","092","08014"
"213001","Mir Geribert","0002","0020","2","03","053","067","15","093","08014"
"213205","Mirallers","0001","0015","1","01","045","016","04","032","08003"
"213205","Mirallers","0002B","0018","2","01","046","016","04","031","08003"
"213307","Av Miramar","0001","0073","1","03","024","059","11","036","08038"
"213307","Av Miramar","0002","0076","2","03","024","059","11","057","08038"
"213409","Ctra Miramar","0001","0039","1","03","024","059","11","060","08038"
"213409","Ctra Miramar","0040","0044","2","03","022","058","11","003","08038"
"213409","Ctra Miramar","0002","0038","2","03","024","059","11","059","08038"
"213602","Pg Miramar","0027","0037","1","03","022","058","11","009","08038"
"213602","Pg Miramar","0002","0026","2","03","024","059","11","009","08038"
"213704","Mireia","0001B","0045","1","09","005","182","57","145","08033"
"213704","Mireia","0047","0077","1","09","001","182","57","152","08033"
"213704","Mireia","0016B","0082","2","09","003","182","57","151","08033"
"213704","Mireia","0002","0014","2","09","004","182","57","149","08033"
"213806","Miret i Sans","0001","0015","1","04","053","089","21","077","08034"
"213806","Miret i Sans","0017","0071","1","04","056","090","21","082","08034"
"213806","Miret i Sans","0002","0008","2","04","055","090","21","077","08034"
"213806","Miret i Sans","0010","0068","2","04","056","090","21","077","08034"
"213908","Av Mistral","0001","0035","1","02","157","051","10","015","08015"
"213908","Av Mistral","0037","0057","1","02","155","051","10","019","08015"
"213908","Av Mistral","0059","0071","1","02","154","051","10","020","08015"
"213908","Av Mistral","0073","0099","1","02","150","051","10","022","08015"
"213908","Av Mistral","0002","0016","2","02","167","054","10","033","08015"
"213908","Av Mistral","0018","0034","2","02","157","051","10","016","08015"
"213908","Av Mistral","0036","0046","2","02","153","051","10","018","08015"
"213908","Av Mistral","0048","0064","2","02","151","051","10","021","08015"
"213908","Av Mistral","0066","0068","2","02","150","051","10","021","08015"
"214004","Modest Urgell","0001","0037","1","09","025","187","60","115","08030"
"214004","Modest Urgell","0002","0042","2","09","025","187","60","115","08030"
"214106","Modolell","0001","0011","1","05","054","105","26","045","08021"
"214106","Modolell","0013","0017","1","05","053","105","26","045","08021"
"214106","Modolell","0019","0047","1","05","049","104","26","047","08021"
"214106","Modolell","0049","0067","1","05","050","104","26","049","08021"
"214106","Modolell","0002","0020","2","05","054","105","26","043","08021"
"214106","Modolell","0022","0026","2","05","053","105","26","044","08021"
"214106","Modolell","0028","0056","2","05","052","104","26","047","08021"
"214106","Modolell","0058","0080","2","05","050","104","26","049","08021"
"214150","Mogent","0001","0023","1","10","084","219","70","082","08019"
"214150","Mogent","0002B","0038","2","10","084","219","70","082","08019"
"214208","Ptge Monyarc","0007","0009","1","10","095","223","71","062","08019"
"214208","Ptge Monyarc","0008","0008","2","10","095","223","71","062","08019"
"214300","Moles","0001","0035","1","01","023","009","02","060","08002"
"214300","Moles","0002","0038","2","01","023","009","02","059","08002"
"214401","Pl Molina","0001","0007","1","05","075","110","26","055","08006"
"214401","Pl Molina","0002","0008","2","05","071","109","26","027","08006"
"214503","Moliné","0001","0009","1","05","072","109","26","032","08006"
"214503","Moliné","0002","0008","2","05","072","109","26","032","08006"
"214605","Molí","0001","0021","1","08","087","175","52","133","08016"
"214605","Molí","0023","0041","1","08","088","175","52","132","08016"
"214605","Molí","0043","0055","1","08","089","175","52","130","08016"
"214605","Molí","0057","0073","1","08","102","177","52","155","08016"
"214605","Molí","0002","0022","2","08","087","175","52","134","08016"
"214605","Molí","0024","0050","2","08","088","175","52","135","08016"
"214605","Molí","0052","0070","2","08","089","175","52","136","08016"
"214605","Molí","0072","0100","2","08","102","177","52","153","08016"
"214605","Molí","0102B","0102B","2","08","101","177","52","155","08016"
"214605","Molí","0102","0102","2","08","102","177","52","154","08016"
"214605","Molí","0104","0114","2","08","101","177","52","155","08016"
"214627","Camí Molí Vallvidr","0001","0019","1","05","003","092","22","182","08017"
"214627","Camí Molí Vallvidr","0002","0020","2","05","003","092","22","182","08017"
"214740","Ctra Molins de Rei","0008","0066","2","05","002","092","22","180","08017"
"214809","Molist","0001","0025","1","06","022","120","30","125","08024"
"214809","Molist","0002","0030","2","06","024","120","30","121","08024"
"214900","Pg Mollerussa","0001","0085","1","09","009","184","59","136","08030"
"214900","Pg Mollerussa","0002","0016","2","09","010","185","59","137","08030"
"214900","Pg Mollerussa","0018","0076","2","09","011","185","59","137","08030"
"215109","Mònec","0001","0025","1","01","051","018","04","052","08003"
"215109","Mònec","0002","0024","2","01","051","018","04","055","08003"
"215200","Bda Monestir","0001","0015","1","04","056","090","21","082","08034"
"215200","Bda Monestir","0002","0012","2","04","056","090","21","082","08034"
"215302","Monestir","0001","0003","1","04","056","090","21","082","08034"
"215302","Monestir","0005","0027","1","05","006","094","23","172","08034"
"215302","Monestir","0002","0006","2","04","056","090","21","082","08034"
"215302","Monestir","0008","0030","2","05","006","094","23","172","08034"
"215404","Pl Monestir","0001","0007","1","04","056","090","21","082","08034"
"215404","Pl Monestir","0002","0006","2","04","056","090","21","082","08034"
"215700","Moneders","0001","0015","1","04","056","090","21","082","08034"
"215700","Moneders","0002","0016","2","04","056","090","21","082","08034"
"215801","Monegal","0001","0009","1","05","090","112","27","087","08023"
"215801","Monegal","0002","0014","2","05","090","112","27","087","08023"
"215903","Montfar","0001","0025","1","03","042","065","14","089","08004"
"215903","Montfar","0002","0022","2","03","045","065","14","089","08004"
"215903","Montfar","0024","0034","2","03","042","065","14","088","08004"
"216101","Monistrol","0001","0039","1","06","058","129","31","024","08012"
"216101","Monistrol","0002","0038","2","06","058","129","31","025","08012"
"216203","Monges","0001","0011","1","09","051","192","60","078","08030"
"216203","Monges","0013","0033","1","09","050","192","60","079","08030"
"216203","Monges","0035","0075","1","09","047","192","60","083","08030"
"216203","Monges","0077","0081","1","09","044","191","60","089","08030"
"216203","Monges","0002","0038","2","09","051","192","60","077","08030"
"216203","Monges","0040","0074","2","09","047","192","60","081","08030"
"216203","Monges","0076","0080","2","09","044","191","60","089","08030"
"216407","Monjo","0001","0021","1","01","041","015","03","015","08003"
"216407","Monjo","0002","0022","2","01","041","015","03","015","08003"
"216509","Monlau","0001","0039","1","09","058","193","61","033","08027"
"216509","Monlau","0041","0047","1","09","059","193","61","035","08027"
"216509","Monlau","0049","0053","1","09","060","193","61","038","08027"
"216509","Monlau","0002","0050","2","09","058","193","61","033","08027"
"216509","Monlau","0052","0076","2","09","059","193","61","035","08027"
"216509","Monlau","0078","0094","2","09","060","193","61","038","08027"
"216600","Montmany","0001","0039","1","06","060","130","31","067","08012"
"216600","Montmany","0041","0063","1","06","061","130","31","069","08012"
"216600","Montmany","0002","0046","2","06","060","130","31","066","08012"
"216600","Montmany","0048","0070","2","06","061","130","31","071","08012"
"216702","Pl Mons","0001","0001","1","06","004","114","28","139","08023"
"216702","Pl Mons","0005","0005","1","06","012","117","28","151","08023"
"216702","Pl Mons","0007","0007","1","06","004","114","28","140","08023"
"216702","Pl Mons","0002","0002","2","06","004","114","28","139","08023"
"216702","Pl Mons","0004","0004","2","06","006","115","28","151","08023"
"216702","Pl Mons","0006","0006","2","06","013","118","29","141","08023"
"216804","Montagut","0001B","0019","1","08","048","166","47","085","08031"
"216804","Montagut","0002","0020","2","08","048","166","47","085","08031"
"216906","Montalegre","0003B","0009","1","01","018","007","01","143","08001"
"216906","Montalegre","0002","0010","2","01","020","007","01","149","08001"
"217002","Av Montanyans","0001","0045","1","03","024","059","11","057","08038"
"217002","Av Montanyans","0002","0050","2","03","024","059","11","057","08038"
"217104","Muntanya","0001","0035","1","10","026","205","65","161","08026"
"217104","Muntanya","0037","0125","1","10","023","204","64","154","08026"
"217104","Muntanya","0002","0036","2","10","026","205","65","162","08026"
"217104","Muntanya","0038","0094","2","10","024","204","64","147","08026"
"217104","Muntanya","0096","0104","2","10","022","204","64","148","08026"
"217206","Rbla Muntanya","0049","0061","1","07","045","142","35","050","08041"
"217206","Rbla Muntanya","0063","0083","1","07","033","140","35","037","08041"
"217206","Rbla Muntanya","0002","0030","2","07","044","142","35","053","08041"
"217206","Rbla Muntanya","0032","0060","2","07","045","142","35","051","08041"
"217206","Rbla Muntanya","0062","0082","2","07","033","140","35","037","08041"
"217206","Rbla Muntanya","0084","0106","2","07","031","140","35","038","08041"
"217206","Rbla Muntanya","0001","0033","1","07","043","142","35","050","08041"
"217206","Rbla Muntanya","0085B","0105","1","07","032","140","35","038","08041"
"217308","Montanyans","0001","0009","1","01","053","019","04","043","08003"
"217308","Montanyans","0002","0012","2","01","053","019","04","043","08003"
"217501","Montcada","0001","0005","1","01","048","017","04","048","08003"
"217501","Montcada","0007","0033","1","01","045","016","04","033","08003"
"217501","Montcada","0002B","0006","2","01","047","017","04","048","08003"
"217501","Montcada","0008","0022","2","01","045","016","04","032","08003"
"217603","Plta Montcada","0001","0011","1","01","045","016","04","033","08003"
"217603","Plta Montcada","0002","0014","2","01","045","016","04","032","08003"
"217705","Montclar","0001","0025","1","05","004","093","23","175","08017"
"217705","Montclar","0002","0028","2","05","004","093","23","175","08017"
"217807","Pg Amunt","0002","0044","2","06","085","134","32","116","08024"
"217807","Pg Amunt","0001","0053","1","06","085","134","32","116","08024"
"217909","Mont d'Orsà","0001","0065","1","05","003","092","22","180","08017"
"217909","Mont d'Orsà","0002","0068","2","05","003","092","22","182","08017"
"217953","Ptge Mont Pietat","0002","0004","2","07","041","141","35","025","08041"
"217953","Ptge Mont Pietat","0001","0003","1","07","041","141","35","025","08041"
"218005","Montecassino","0001","0009","1","05","078","110","26","060","08006"
"218005","Montecassino","0002","0006","2","05","078","110","26","058","08006"
"218107","Turó de Monterols","0015","0017","1","05","078","110","26","058","08006"
"218107","Turó de Monterols","0002","0006","2","05","079","110","26","059","08006"
"218107","Turó de Monterols","0001","0013","1","05","079","110","26","058","08006"
"218107","Turó de Monterols","0008","0008","2","05","078","110","26","060","08006"
"218209","Monterols","0001","0027","1","05","013","095","23","161","08034"
"218209","Monterols","0002","0028","2","05","013","095","23","164","08034"
"218300","Montsió","0001","0017","1","01","023","009","02","061","08002"
"218300","Montsió","0002","0012","2","01","023","009","02","062","08002"
"218402","Montevideo","0001","0011","1","04","056","090","21","082","08034"
"218402","Montevideo","0002","0026","2","04","056","090","21","082","08034"
"218402","Montevideo","0028","0044","2","05","006","094","23","172","08034"
"218402","Montevideo","0013B","0053","1","05","005","093","23","173","08034"
"218504","Ctra Montjuïc","0001","0069","1","03","024","059","11","059","08038"
"218504","Ctra Montjuïc","0002","0068","2","03","024","059","11","059","08038"
"218606","Pg Montjuïc","0001","0009","1","03","020","058","11","001","08004"
"218606","Pg Montjuïc","0002","0018","2","03","020","058","11","001","08004"
"218606","Pg Montjuïc","0020","0028","2","03","021","058","11","001","08004"
"218606","Pg Montjuïc","0030","0076","2","03","022","058","11","003","08004"
"218708","Montjuïc del Carme","0001","0007","1","01","020","007","01","147","08001"
"218708","Montjuïc del Carme","0002","0006","2","01","020","007","01","147","08001"
"218800","Montjuïc del Bisbe","0001B","0005","1","01","025","010","02","070","08002"
"218800","Montjuïc del Bisbe","0002","0006","2","01","025","010","02","070","08002"
"218901","Montmajor","0001","0021","1","08","041","164","46","076","08031"
"218901","Montmajor","0023","0033","1","08","040","164","46","069","08031"
"218901","Montmajor","0002","0018","2","08","042","164","46","076","08031"
"218901","Montmajor","0020","0030","2","08","040","164","46","070","08031"
"219100","Montnegre","0001","0019","1","04","013","078","19","042","08029"
"219100","Montnegre","0021","0039","1","04","014","078","19","046","08029"
"219100","Montnegre","0041","0043","1","04","017","079","19","047","08029"
"219100","Montnegre","0045","0049","1","04","020","079","19","055","08029"
"219100","Montnegre","0002","0024","2","04","015","078","19","042","08029"
"219100","Montnegre","0026","0040","2","04","014","078","19","045","08029"
"219100","Montnegre","0042B","0042B","2","04","017","079","19","047","08029"
"219100","Montnegre","0042","0042","2","04","014","078","19","045","08029"
"219100","Montnegre","0044","0054","2","04","017","079","19","047","08029"
"219201","Montornès","0001","0029","1","06","012","117","28","150","08023"
"219201","Montornès","0031","0047","1","06","011","117","28","153","08023"
"219201","Montornès","0002B","0034","2","06","011","117","28","152","08023"
"219303","Ptge Montornès","0001","0021","1","06","011","117","28","152","08023"
"219303","Ptge Montornès","0002","0026","2","06","011","117","28","152","08023"
"219507","Montpeller","0001","0053","1","09","044","191","60","089","08030"
"219507","Montpeller","0002","0064","2","09","044","191","60","089","08030"
"219609","Mont-ral","0015","0067","1","07","104","154","43","164","08042"
"219700","Mont-roig","0001","0017","1","05","083","111","27","077","08006"
"219700","Mont-roig","0002","0020","2","05","083","111","27","076","08006"
"219802","Mont-ros","0001","0009","1","03","099","073","18","122","08014"
"219802","Mont-ros","0002","0010","2","03","100","073","18","123","08014"
"219904","Montsant","0001","0033","1","08","040","164","46","071","08031"
"219904","Montsant","0035","0053","1","08","048","166","47","067","08031"
"219904","Montsant","0018B","0036","2","08","040","164","46","069","08031"
"220007","Montsec","0001","0043","1","09","047","192","60","081","08030"
"220007","Montsec","0045","0053","1","09","046","192","60","082","08030"
"220007","Montsec","0002","0056","2","09","047","192","60","081","08030"
"220007","Montsec","0058","0066","2","09","046","192","60","082","08030"
"220109","Montseny","0001","0051","1","06","051","127","31","091","08012"
"220109","Montseny","0002","0020","2","06","049","127","31","082","08012"
"220109","Montseny","0022","0042","2","06","050","127","31","081","08012"
"220200","Montserrat","0001","0019","1","01","001","001","01","090","08001"
"220200","Montserrat","0002","0014","2","01","001","001","01","090","08001"
"220255","Ptge Montserrat","0001","0007","1","10","072","215","68","040","08005"
"220255","Ptge Montserrat","0002","0008","2","10","072","215","68","040","08005"
"220302","Plta Montserrat","0001","0001","1","06","016","118","29","146","08023"
"220302","Plta Montserrat","0003","0003","1","06","017","118","29","145","08023"
"220302","Plta Montserrat","0002","0002","2","06","017","118","29","145","08023"
"220404","Montse Casanovas","0001","0083","1","07","054","144","36","102","08032"
"220404","Montse Casanovas","0085","0155","1","07","056","145","36","099","08032"
"220404","Montse Casanovas","0157","0233","1","07","059","146","37","097","08032"
"220404","Montse Casanovas","0002","0004","2","07","052","144","36","102","08032"
"220404","Montse Casanovas","0006B","0088","2","07","054","144","36","102","08032"
"220404","Montse Casanovas","0090","0172","2","07","056","145","36","099","08032"
"220404","Montse Casanovas","0174","0220","2","07","058","145","36","098","08032"
"220506","Muntanya Montserra","0001","0003","1","07","026","138","34","093","08032"
"220506","Muntanya Montserra","0002","0004","2","07","026","138","34","093","08032"
"220608","Monturiol","0001","0015","1","10","036","206","65","100","08018"
"220608","Monturiol","0017B","0017B","1","10","032","206","65","100","08018"
"220608","Monturiol","0017","0017","1","10","036","206","65","100","08018"
"220608","Monturiol","0019","0043","1","10","032","206","65","100","08018"
"220608","Monturiol","0002","0038","2","10","036","206","65","099","08018"
"220608","Monturiol","0040","0044","2","10","033","206","65","102","08018"
"220608","Monturiol","0046","0048","2","10","032","206","65","106","08018"
"220700","Camí Can Móra","0001A","0001A","1","06","018","119","30","124","08024"
"220700","Camí Can Móra","0001","0017","1","07","061","147","37","125","08023"
"220700","Camí Can Móra","0002","0010","2","07","061","147","37","125","08032"
"220903","Móra d'Ebre","0001","0005","1","06","004","114","28","140","08023"
"220903","Móra d'Ebre","0007","0027","1","06","013","118","29","142","08023"
"220903","Móra d'Ebre","0029B","0029B","1","06","017","118","29","144","08023"
"220903","Móra d'Ebre","0029C","0029","1","06","013","118","29","142","08023"
"220903","Móra d'Ebre","0031B","0037","1","06","017","118","29","144","08023"
"220903","Móra d'Ebre","0039","0075","1","06","015","118","29","146","08023"
"220903","Móra d'Ebre","0002B","0006","2","06","004","114","28","140","08023"
"220903","Móra d'Ebre","0008","0064","2","06","017","118","29","140","08023"
"220903","Móra d'Ebre","0066","0106","2","06","016","118","29","146","08023"
"221000","Móra la Nova","0001","0029","1","06","016","118","29","147","08023"
"221000","Móra la Nova","0002","0026","2","06","016","118","29","146","08023"
"221101","Morabos","0001","0015","1","03","045","065","14","090","08004"
"221101","Morabos","0002","0024","2","03","045","065","14","090","08004"
"221203","Moragas","0021","0021","1","05","035","102","25","108","08022"
"221203","Moragas","0002","0008","2","05","037","102","25","110","08022"
"221203","Moragas","0010","0038","2","05","035","102","25","109","08022"
"221203","Moragas","0001","0019","1","05","036","102","25","106","08022"
"221305","Morales","0001","0015","1","04","020","079","19","055","08029"
"221305","Morales","0017","0045","1","04","017","079","19","048","08029"
"221305","Morales","0002","0050","2","04","017","079","19","047","08029"
"221407","Moratín","0001","0049","1","07","079","148","37","133","08032"
"221407","Moratín","0051","0065","1","07","078","148","37","131","08032"
"221407","Moratín","0002","0068","2","07","080","148","37","132","08032"
"221509","Morató","0001","0039","1","06","015","118","29","149","08035"
"221509","Morató","0002A","0046","2","06","015","118","29","149","08035"
"221600","Morell","0002","0006","2","06","012","117","28","150","08023"
"221600","Morell","0001","0005","1","06","012","117","28","152","08023"
"221702","Ptge Morenes","0001","0015","1","10","094","223","71","062","08019"
"221702","Ptge Morenes","0002","0010","2","10","094","223","71","062","08019"
"221804","Morera","0001B","0019","1","01","019","007","01","113","08001"
"221804","Morera","0002","0006","2","01","019","007","01","112","08001"
"221906","Mosques","0002","0014","2","01","045","016","04","033","08003"
"221906","Mosques","0001","0015","1","01","045","016","04","033","08003"
"221928","T Rovelló","0001","0021","1","05","001","091","22","183","08017"
"221928","T Rovelló","0002","0022","2","05","001","091","22","183","08017"
"221950","Pl Mossèn Clapés","0011","0019","1","09","033","189","60","103","08030"
"221950","Pl Mossèn Clapés","0021B","0023","1","09","036","190","60","100","08030"
"221950","Pl Mossèn Clapés","0010","0020","2","09","033","189","60","103","08030"
"221950","Pl Mossèn Clapés","0022","0024","2","09","036","190","60","100","08030"
"221950","Pl Mossèn Clapés","0001","0009","1","09","034","190","60","102","08030"
"221950","Pl Mossèn Clapés","0002","0008","2","09","034","190","60","102","08030"
"222104","Mossèn Vives","0001","0035","1","05","032","100","25","101","08022"
"222104","Mossèn Vives","0002","0030","2","05","032","100","25","101","08022"
"222206","Motors","0001","0203","1","03","025","060","12","061","08040"
"222206","Motors","0205","0205","1","03","024","059","11","074","08038"
"222206","Motors","0002A","0184","2","03","025","060","12","061","08040"
"222400","Democràcia","0001","0021","1","10","036","206","65","100","08018"
"222400","Democràcia","0023B","0027","1","10","032","206","65","100","08018"
"222400","Democràcia","0022B","0036","2","10","032","206","65","100","08018"
"222400","Democràcia","0002","0020","2","10","036","206","65","100","08018"
"222501","Moià","0001","0015","1","05","067","108","26","018","08006"
"222501","Moià","0002","0020","2","05","067","108","26","018","08006"
"222603","Moianès","0001","0027","1","03","058","068","16","103","08014"
"222603","Moianès","0029","0043","1","03","057","068","16","103","08014"
"222603","Moianès","0002","0034","2","03","056","067","15","102","08014"
"222603","Moianès","0036","0042","2","03","055","067","15","101","08014"
"222603","Moianès","0044","0082","2","03","052","067","15","098","08014"
"222603","Moianès","0045","0085","1","03","051","067","15","134","08014"
"222705","Mozart","0001","0033","1","06","048","126","31","008","08012"
"222705","Mozart","0002","0028","2","06","047","126","31","008","08012"
"222909","Mühlberg","0002","0084","2","07","060","146","37","093","08024"
"222909","Mühlberg","0086","0126","2","07","026","138","34","093","08024"
"222909","Mühlberg","0001","0085","1","07","060","146","37","093","08024"
"223005","Ptge Mulassa","0001","0011","1","07","059","146","37","097","08032"
"223005","Ptge Mulassa","0002","0022","2","07","056","145","36","100","08032"
"223107","Ptge Mulet","0002","0020","2","05","082","111","27","074","08006"
"223107","Ptge Mulet","0001","0019","1","05","082","111","27","075","08006"
"223209","Municipi","0001","0019","1","10","037","206","65","101","08018"
"223209","Municipi","0002","0020","2","10","032","206","65","101","08018"
"223300","Munné","0001","0017","1","03","080","070","17","201","08028"
"223300","Munné","0002","0010","2","03","080","070","17","201","08028"
"223402","Munner","0002","0012","2","05","031","100","25","102","08022"
"223402","Munner","0001","0007","1","05","031","100","25","102","08022"
"223504","Muntadas","0001","0027","1","03","106","075","18","142","08014"
"223504","Muntadas","0029","0033","1","03","049","066","15","142","08014"
"223504","Muntadas","0035","0035","1","03","106","075","18","142","08014"
"223504","Muntadas","0037","0037","1","03","049","066","15","142","08014"
"223504","Muntadas","0014","0030","2","03","050","066","15","138","08014"
"223504","Muntadas","0002","0012","2","03","106","075","18","141","08014"
"223606","Muntaner","0001","0021","1","02","164","053","10","038","08011"
"223606","Muntaner","0023","0039","1","02","094","040","08","051","08011"
"223606","Muntaner","0041","0075","1","02","093","040","08","052","08011"
"223606","Muntaner","0077","0103","1","02","098","041","08","104","08011"
"223606","Muntaner","0105","0121","1","02","101","041","08","102","08036"
"223606","Muntaner","0123","0165","1","02","102","042","08","125","08036"
"223606","Muntaner","0167","0181","1","02","105","042","08","127","08036"
"223606","Muntaner","0183","0225","1","02","106","043","08","161","08036"
"223606","Muntaner","0227","0275","1","05","065","107","26","010","08021"
"223606","Muntaner","0277","0321","1","05","064","107","26","013","08021"
"223606","Muntaner","0323","0365","1","05","063","107","26","038","08021"
"223606","Muntaner","0367","0449","1","05","051","104","26","053","08021"
"223606","Muntaner","0451","0491","1","05","050","104","26","050","08021"
"223606","Muntaner","0493","0521","1","05","042","103","25","117","08022"
"223606","Muntaner","0523","0559","1","05","043","103","25","119","08022"
"223606","Muntaner","0561","0577","1","05","045","103","25","121","08022"
"223606","Muntaner","0002","0016","2","02","164","053","10","044","08011"
"223606","Muntaner","0018","0072","2","02","092","039","08","050","08011"
"223606","Muntaner","0074","0090","2","02","090","038","08","105","08011"
"223606","Muntaner","0092","0110","2","02","089","038","08","106","08011"
"223606","Muntaner","0112","0132","2","02","088","038","08","107","08036"
"223606","Muntaner","0134","0168","2","02","087","037","08","124","08036"
"223606","Muntaner","0170","0222","2","02","086","037","08","119","08036"
"223606","Muntaner","0224","0290","2","05","066","108","26","017","08021"
"223606","Muntaner","0292","0312","2","05","070","109","26","034","08021"
"223606","Muntaner","0314","0322","2","05","072","109","26","033","08021"
"223606","Muntaner","0324","0358","2","05","074","109","26","030","08021"
"223606","Muntaner","0360","0426","2","05","076","110","26","054","08006"
"223606","Muntaner","0428","0486","2","05","078","110","26","060","08006"
"223606","Muntaner","0488","0508","2","05","041","102","25","116","08022"
"223606","Muntaner","0510","0574","2","05","040","102","25","113","08022"
"223708","Muntanyola","0001","0005","1","07","103","154","43","187","08035"
"223708","Muntanyola","0002","0008","2","07","103","154","43","187","08035"
"223901","Mur","0001","0011","1","09","011","185","59","139","08030"
"223901","Mur","0002","0012","2","09","011","185","59","139","08030"
"224008","Mura","0001","0011","1","07","103","154","43","187","08035"
"224008","Mura","0002","0022","2","07","103","154","43","187","08035"
"224100","Múrcia","0001B","0001","1","10","028","205","65","164","08026"
"224100","Múrcia","0003","0021","1","09","095","200","63","008","08027"
"224100","Múrcia","0023","0041","1","09","093","200","63","005","08027"
"224100","Múrcia","0043","0053","1","09","092","200","63","002","08027"
"224100","Múrcia","0055","0059","1","09","063","195","61","029","08027"
"224100","Múrcia","0002I","0008","2","10","028","205","65","164","08026"
"224100","Múrcia","0010","0030","2","09","095","200","63","007","08027"
"224100","Múrcia","0032I","0064","2","09","094","200","63","006","08027"
"224201","Muret","0001","0011","1","10","087","220","70","090","08019"
"224201","Muret","0002","0012","2","10","087","220","70","090","08019"
"224303","Murillo","0001","0019","1","03","011","057","11","034","08004"
"224303","Murillo","0002","0022","2","03","011","057","11","032","08004"
